wert	haeufigkeit
Bibliographisches Institut (Leipzig) / Redaktion von Meyers Lexikon	43
St. Mariengemeinde in der Savoy (London)	43
List-Gesellschaft e.V. (Düsseldorf)	43
Hermann Gentner Verlag (Bad Homburg v.d.H.)	43
Deutscher Gewerkschaftsbund	43
Ludwig-Maximilians-Universität München. Physikalisches Institut	43
Königliche Museen (Berlin)	43
Wohlthat'sche Buchhandlung Artur Zemisch (Berlin)	43
Schauspielhaus Düsseldorf / Betriebsrat (1904-1933)	43
Düsseldorfer Schauspielhaus / Kostüm- und Maskenwesen (1951-)	43
Teatro dei Novissimi	43
Notgemeinschaft des Deutschen Schrifttums	42
Schweers & Haake	42
Deutsches Kulturinstitut (Stockholm)	42
Der Morgen / Zeitung (Berlin, Ost)	42
F. Fontane & Co. (Berlin)	42
Hammer & Schmidt (Leipzig)	42
Petermänken-Verlag (Schwerin)	42
Kunstdienst der Ev.-Luth. Landeskirche Sachsen (Radebeul)	42
Sachsen / Ministerium des Königlichen Hauses	42
Vieweg, Friedrich & Sohn, Verlag	42
Frege & Comp. (Leipzig)	42
Universität (Heidelberg) / Philosophische Fakultät / Dekan	42
Düsseldorf / Oberstadtdirektor	42
ICKL Conference (1959-)	42
Universität (Königsberg)	42
Aufbau (Redaktion)	42
Zeitschrift für Theologie und Kirche (Zeitschrift)	42
Zeitschrift für ausländisches und internationales Privatrecht (Zeitschrift)	42
Redaktion Neue Zeitung (München; Berlin)	42
National-Zeitung (Berlin) (1848-1938)	41
Berliner Börsen-Courier (1868-1933)	41
Kunsthandlung Gebr. Rocca (Göttingen)	41
Die Kultur	41
Kulturbund der DDR (Dresden)	41
Die Literarische Welt	41
Junge Welt / Redaktion (Berlin, Ost)	41
The Times Literary Supplement / Zeitung	41
Dresden / Wohnungsamt	41
Volksstimme, Tageszeitung (Magdeburg)	41
Arbeitsgemeinschaft wissenschaftlicher Verleger	41
Smithsonian Institution (Washington) (1846-)	41
Druck- und Verlags-Gesellschaft mbH Darmstadt	41
Harcourt, Brace & World	41
Industrie-Comptoir (Leipzig)	41
Universität (Göttingen) / Kuratorium	41
Bote und Bock (Berlin)	41
Panfilow Tanztheater	41
Schuster & Löffler Verlag	41
Berliner Bank	41
Redaktion Velhagen & Klasings Monatshefte (Berlin)	41
August (Sachsen, Kurfürst) / Räte	41
C. W. Gaulder, Incorporated Insurance, Broker and Consultant	41
Düsseldorf (Regierungsbezirk)	41
The Guardian (London)	40
Kleines Theater (Berlin)	40
Die Hilfe (Zeitschrift) (1895-1939)	40
Editions Payot (Paris)	40
University (Chicago)	40
Vorwärts (Zeitung)	40
Schneidemühl / Oberbürgermeister	40
Carl Schünemann Verlag (Bremen)	40
Hoftheater-Intendanz (Weimar)	40
Wartburg-Verlag (Weimar) (1946-)	40
Kabinett für Kulturarbeit	40
Compagnie taffanel	40
Westdeutscher Rundfunk (Köln)	40
Privilegirte wöchentliche gemeinnützige Nachrichten (Hamburg)	40
Verschiedene Adressaten	40
Der Spiegel	39
Neue Züricher Zeitung (Zeitung)	39
Buchhandlung Carl Fr. Fleischer (Leipzig)	39
National Refugee Service	39
UdSSR / Botschaft / Deutschland (Bundesrepublik)	39
"""Die Union"" / Landeszeitung Sachsen der CDU"	39
Luther-Denkmal-Verein (Worms) / Ausschuss	39
Theater des Tanzes	39
Stiftung Preussische Seehandlung (Berlin)	39
Tempomobile	39
Modern Dance Turkey	39
Vereinigung deutscher Vorgeschichtsforscher	39
Deutsche Akademie für Sprache und Dichtung (Darmstadt)	39
Langewiesche-Brandt Verlag (Ebenhausen bei München)	39
C. Bechstein, Firma	39
Zinnen-Verlag Kurt Desch (München)	39
Schönste Bücher der DDR	39
Universität (Kiel) / Kuratorium	39
Tübinger Studentenhilfe	39
Lateinschule (Quedlinburg)	39
Schauspielhaus Düsseldorf / Aufsichtsrat (1904-1933)	39
Die Nebenregierung (München) (1892-1907)	39
Julius Bleichröder und Co.	39
Mannheimer Morgen	38
Christliche Welt (Zeitschrift) (1886-)	38
Continuation Committee of the World Conference on Faith and Order	38
Musikverlag Otto Gaumer (Leipzig)	38
President's Advisory Committee on Poitical Refugees	38
Alfred Scherz Verlag (Bern u.a.)	38
Neues Deutschland / Redaktion (Berlin)	38
Archiv für Soziale Gesetzgebung und Statistik (Zeitschrift) (1888-1903)	38
Beiträge zur Geschichte der deutschen Sprache und Literatur (Zeitschrift) (1874-)	38
Neue Deutsche Literatur (Berlin, DDR)	38
Literarische Kanzlei (Lübeck)	38
Oberlausitzer Kunstverlag (Ebersbach)	38
E. Neubert-Verlag (Karl-Marx-Stadt)	38
(Der Sonntag) Zeitschrift der Evangelisch-Lutheranischen Landeskirche Sachsen	38
Redaktion Westermanns Monatshefte (Braunschweig)	38
Internationales Tanzprojekt (12. : 2001 : Bielefeld) (2001-2001) [vermutlich]	38
Internationales Tanzprojekt (9. : 1998 : Bielefeld) [vermutlich]	38
Kreysing, G. )Druckerei(	38
A. H. Payne-Verlag (Leipzig)	38
Kölnische Zeitung / Redaktion	38
Zeitschrift für angewandte Chemie	38
Universität (Münster, Westfalen) / Sozialforschungsstelle	38
Verlag Schott Frères	38
Garzanti Editore	38
Grünwalder Kreis (Berlin)	38
Herbert Seckelmann Gartengestaltung (Köln-Dünnwald)	38
Redaktion Die Woche (Hamburg)	38
Düsseldorfer Schauspielhaus / Presse- und Öffentlichkeitsabteilung (1951-)	38
Institut für die Wissenschaft des Judentums	38
Berlin / Kammergericht	37
Mitteldeutscher Rundfunk / Sender (Leipzig)	37
PEN (International Executive Committee)	37
New York Herald Tribune (New York)	37
Paul Zsolnay Verlag (Wien, Hamburg)	37
Pugwash Conference on Science and World Affairs (22, 1972, Oxford)	37
Verlag Weltarchiv GmbH (Hamburg)	37
Nicolaische Buchhandlung (Berlin)	37
Die Literarische Welt. Redaktion	37
Lola-Rogge-Schule (1927-)	37
Magistrat (Köln)	37
Regensburg	37
Die Gartenlaube (Zeitschrift) (1853-1937)	37
Mitteldeutschen Verlag (Berlin, DDR)	37
Provisional Danza	37
Deutsche Genossenschaft dramatischer Autoren und Komponisten (Leipzig)	37
Das Ausland : Wochenschrift für Länder- u. Völkerkunde	37
Missionsschule (Berlin)	37
D. Reidel Publishing Company	37
Buchhandlung Vieweg (Berlin) (1786-)	37
Alliance Defending Freedom International	37
Redaktion Epoca (München)	37
Wohlthatsche Buchhandlung	37
Management Erna Baumbauer (München)	37
Foto-Sessner (Dachau)	37
Edition Spangenberg im Ellermann-Verlag	37
Kirche, Jerusalem~ (Tranquebar)	37
Musterschmidt-Verlag (Göttingen)	36
Richard Meiner Verlag	36
Die Zeit : Wiener Wochenschrift (Wien) (1894-1904)	36
Die Arche Verlag (Zürich) (1944-)	36
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek (Dresden) / Handschriftensammlung	36
Goethe-Vereinigung (Wetzlar)	36
Deutsche Tageszeitung (Berlin) (1894-1934)	36
Sächsisches Tageblatt (Dresden)	36
The Observer (Zeitung) (1791-)	36
Hoftheater-Intendanz	36
Beacon Press (Boston, Mass.)	36
die neue linie (Zeitschrift) (1929-1943)	36
Schauspielhaus Düsseldorf / Rendantur (1904-1933)	36
Düsseldorf / Einwohnermeldeamt	36
Robert Bardtenschlager Verlag (Reutlingen)	36
Stiftung zur Förderung des Schrifttums e.V. (München)	36
Redaktion Neue Rundschau (Berlin)	36
Redaktion Frankfurter Allgemeine	36
E. v. Wolzogens Buntes Theater	36
Godfrey Baker & Co. (Philadelphia, Pa.)	36
Society of Propagating the Gospel in foreign Parts	36
Internationales Institut für Nationalitätenrecht und Regionalismus	35
Nürnberger Nachrichten	35
Universität (Tübingen) / Akademisches Rektoramt	35
Handelskammer (Leipzig)	35
Westermanns Illustrierte Deutsche Monatshefte	35
Querido Verlag (Amsterdam)	35
Ahn & Simrock Bühnenverlag (Wiesbaden)	35
Buchreport	35
Die Kultur (München)	35
Schriftstellerverband der DDR / Bezirksverband (Berlin)	35
The New Yorker, Zeitschrift	35
Verlag Karl Alber (München)	35
Verlag Felix Meiner (Leipzig) (1911-)	35
Ministerium des Innern (Berlin)	35
Deutsche Morgenländische Gesellschaft	35
Laban Art of Movement Centre (1954-)	35
Theologische Rundschau (Zeitschrift) (1897-1917)	35
Das Buch Herstellungsbüro	35
Dramaturgische Gesellschaft (Berlin)	35
Wilhelm Schneiders Garten- und Landschaftsgestaltung (Düren-Stepprath)	35
Internationale Missionsgesellschaft der Siebenten-Tags-Adventisten Reformationsbewegung - Deutsche Union - e.V.	35
Vier Nachrichter	35
Leopold-Ziegler-Gesellschaft	35
University of California. Department of Physics	35
Sachsen-Weimar (Herzogtum) / Landstände	35
New York Times (Zeitung) (1851-) [vermutlich]	35
Gesellschaft der Freunde des Düsseldorfer Schauspieles	35
Konkret Verlag	35
Sigbert Mohn Verlag (Gütersloh)	34
Welt am Sonntag Zeitung (Hamburg)	34
Börsenblatt für den deutschen Buchhandel (Frankfurt, Main) (1834-)	34
Königliche Hoftheater-Intendanz (München)	34
Die Weltwoche Zeitung (Zürich)	34
DDR-Komitee für Menschenrechte (Berlin)	34
Wochenpost / Redaktion (Berlin, Ost)	34
Institut für Volkswirtschaft und Statistik (Berlin, Ost)	34
RIAS (Berlin)	34
Architecture and Urbanism A&U, A&U Publishing Co. (Tokyo)	34
Redaktion Jugend (München)	34
Kleine Presse (Frankfurt am Main) / Redaktion	34
Deutscher Buchgewerbeverein (Leipzig)	34
Tutmonda-Parolspuro-Asocio	34
Naturwissenschaftliche Rundschau. Redaktion	34
Bewegungschöre Laban Halle (1927-1933)	34
Städtische Bühnen (Düsseldorf)	34
Münchener Kammerspiele	34
Jahresberichte für deutsche Geschichte (Berlin) (1926-)	34
Staats- und Universitätsbibliothek Hamburg Carl von Ossietzky / Brahms-Archiv (1958-)	34
Akademischer Verlag (München)	34
H. Rüetschi Erben (Glockengießerei) Aarau	34
Langen-Müller/Herbig (München)	34
Buchgemeinschaft Alpenland (Hinterzarten)	34
Literarische Gesellschaft, Scheffelbund	34
Redaktion Sprache im technischen Zeitalter (Berlin)	34
CERN. Scientific Policy Committee (1954-)	34
Deutschland (Gebiet unter Alliierter Besatzung, Amerikanische Zone). Länderrat. Arbeitsausschuss Forschungskontrolle	34
Goethe-Gedächtniswoche der Stadt Frankfurt, Geschäftsstelle	34
Elf Scharfrichter	34
Omnibus (Lüneburg)	34
Bayern / Hofsekretariat	33
Berliner Börsen-Zeitung (1855-1944)	33
Thalia-Theater (Hamburg)	33
Zeitschrift für Geschichtswissenschaft / Redaktion (Berlin, Ost)	33
Fortress Press (Philadelphia)	33
Leipziger Zeitung (Leipzig) (1810-1918)	33
Städtische Bühnen (Frankfurt, Main)	33
British Continental Press Ltd.	33
Landesbühne Ost-Hannover (Lüneburg)	33
Axel-Juncker-Verlag (Berlin)	33
Newsweek (Zeitschrift) (1933/1965-)	33
Zeit (Wien)	33
Deutsche Gesellschaft für Volksbäder (Berlin)	33
Verwaltung Fürst Thurn & Taxis	33
Berliner Rundfunk	33
Zeitschrift für evangelisches Kirchenrecht (Tübingen u.a.)	33
H. D. Tjeenk Willink & Zoon's Uitgevers-Mij (Haarlem)	33
William Hodge und Co. Ltd. Publisher (London)	33
Kyklos-Verlag (Basel)	33
Frankfurter Buchmesse	33
Evangelische Sabbatmission	33
Deutsches Nationales Komitee für IUPAP (1952-)	33
Saalfeld	33
Book-of-the-Month Club (New York)	33
The Good Book Guide	33
Königl. Sächs. Zeitungsexpedition	33
Schule (Tobolsk)	33
Böhmische Exulantengemeinde (Großhennersdorf)	33
Förderungsgemeinschaft der deutschen Kunst Baden Württemberg e.V. (Karlsruhe)	33
Neue Deutsche Biographie	32
Hamburger Fremdenblatt (Zeitung) (1863-)	32
PEN-Zentrum Deutschland	32
International Catholic Help for Refugees	32
Tägliche Rundschau: unabhängige Zeitung für nationale Politik (Berlin) (1881-1933)	32
Deutscher Schriftstellerverband (Deutschland, DDR) / Bezirksverband (Berlin)	32
Die wirtschaftlichen Konsequenzen einer Abrüstung für die verschiedenen Wirtschaftssysteme der Welt (1961, Kiel)	32
Wort und Werk (Leipzig)	32
Über Land und Meer : allgemeine illustrirte Zeitung	32
Gewandhaus-Konzertdirektion (Leipzig)	32
Der Monat Zeitschrift (Berlin) (1948-1987)	32
Herzogliches Hoftheater (Altenburg, Leipzig)	32
S. Calvary & Co, Verlag, Sortiment, Antiquariat (Berlin)	32
Kühne & Nagel Passagebüro	32
Spruchkammer (Heidelberg)	32
A. F. Rohrbacher Verlag (Berlin)	32
Forschungsbibliothek Gotha	32
Preußische Staatsbibliothek (Berlin) / Musikabteilung (1918-1945)	32
Jutta Klamt Schule (Berlin). Schule für Körperrhythmus und Tanz	32
Manager G.m.b.H. (1927-)	32
Tanz für Toleranz (1998, Bonn) [vermutlich]	32
Internationales Tanzprojekt (4. : 1989 : Münster)	32
"ZDF-Dokumentation zur ""Weltbühne"""	32
Sender Freies Berlin	32
Neue Hamburgische Börsen-Halle	32
Zeitschrift der Deutschen Morgenländischen Gesellschaft (Zeitschrift) / Redaktion (1847-)	32
Bildgiesserei Hermann Noack (Berlin)	32
Comune di Bologna	32
Druckerei Herrosé und Ziemsen (Wittenberg)	32
Nordsternbund	32
BKG Buchhändlerische Kredit-Garantiegemeinschaft GmbH & Co. KG	32
Berliner Extra-Dienst	32
Verwaltungsrat der Bühnenfestspiele (Bayreuth)	32
Reichsministerium des Innern, Sachverständiger für Rasseforschung	32
Hans Annegg (Meran)	32
Archiv für Anatomie, Physiologie und wissenschaftliche Medicin (Zeitschrift)	32
unbekannt/ Consortium Classicum	32
Max-Planck-Institut für Physikalische Chemie (1949-)	32
Kaiser-Wilhelm-Institut für Medizinische Forschung. Institut für Physik	32
Sources For History Of Quantum Physics (Projekt) (1961-)	32
Institut za filozofiju znanosti i mir	32
Sheerness Travel Agency Ltd.	32
Universität (München) / Promotionsausschuss Dr. phil. und M.A.	32
Redaktion Zwiebelturm (Regensburg)	32
The Fellowship of Reconciliation (New York, N.Y.)	31
Der Monat (Berlin)	31
Verlag für Recht und Gesellschaft (Basel)	31
Ullstein-Verlag (Frankfurt, Main; Wien; Berlin) (1953-1959)	31
P.E.N. Club	31
Horizont / Zeitschrift (Berlin, Ost)	31
Dresdner Zentrum für zeitgenössische Musik (Dresden)	31
Institut für Politische und Ökonomische Geographie (Berlin, Humboldt-Universität)	31
Ministerium des Innern / Abteilung für Ackerbau, Gewerbe und Handel (Dresden)	31
Stadtarchiv (Göttingen)	31
Reallexikon für Antike und Christentum	31
Leopold-Klotz-Verlag (Gotha)	31
Deutschland (Bundesrepublik). Auswärtiges Amt. Kulturabteilung	31
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek (Dresden) / Musikabteilung	31
Institut für Landeskunde (Godesberg) / Wissenschaftlicher Beirat	31
Pirna	31
Reichsbund für Gemeinschaftstanz (1936-)	31
RM Arts (1978-)	31
Das Kunstblatt (Berlin)	31
Zuchthaus (Halle, Saale)	31
Gymnasium (Erfurt)	31
Revista de Occidente (Madrid)	31
Deutsche Bibliothek (Rom)	31
P.E.N.-Zentrum Bundesrepublik Deutschland	31
Kulturrat Baden-Baden	31
Royal College of Science. Department of Mathematics	31
Die Zeit (Hamburg)	31
Sächsische Volkskunde (1992-1996)	31
Düsseldorfer Schauspielhaus / Künstlerisches Betriebsbüro (1951-)	31
Elan-Film Gierke & Company (München)	31
Redaktion Münchener Stadt-Anzeiger	31
Heinrich van der Smissen & Söhne (Altona)	31
Theater am Geländer	31
Der Tag (Zeitung) (1901-)	30
Druckerei Drugulin (Leipzig)	30
International Rescue and Relief Committee (French Branch)	30
Barclays Bank Ltd. (London)	30
Frankfurter Hefte / Redaktion (Frankfurt am Main)	30
Reichsausschuss für Fürstenenteignung	30
"""Die Union"", Tageszeitung der CDU"	30
Stralsund	30
Melos . Zeitschrift für neue Musik	30
Volkstheater (Rostock)	30
ARTE	30
Deutsches Archäologisches Institut / Abteilung (Athen)	30
Waisenhaus (Bayreuth)	30
Reichskirchenregierung (Berlin)	30
Kursbuch Verlag GmbH	30
Marma Musikinstrumentenfabrik (Mainz) [vermutlich]	30
Scientific Research Branch (Göttingen)	30
Buchhandlung und Antiquariat Manfred Mielke (Hannover)	30
Frankfurter Allgemeine Zeitung	30
Frankfurter Konferenz zu Angelegenheiten der deutschen katholischen Kirche	30
Helmut Küpper Verlag (Berlin)	30
Generalkonsulat der Bundesrepublik Deutschland (Istanbul)	30
Müllersche Buchhandlung Leipzig	30
Stadtschule (Sorau)	30
Signal Verlag	30
Welt am Sonntag (Hamburg)	29
BILD	29
Magistrat (München)	29
Deutsches Allgemeines Sonntagsblatt / Zeitung (Hamburg)	29
Allgemeiner Schriftstellerverein (Berlin)	29
Dümmler, Ferdinand (Verlagsbuchhandlung)	29
PEN (Paris)	29
Sonntag (Berlin, DDR)	29
Pahl-Rugenstein Verlag (Köln)	29
Pugwash Conference on Science and World Affairs (13, 1964, Karlovy Vary)	29
Die Weltbühne / Redaktion	29
Deutschland (DDR) / Staatsrat	29
Staatliche Kunstsammlungen/ Generaldirektion (Dresden)	29
Christlich-Demokratische Union / Hauptvorstand	29
Ehlermann, L. Verlagsbuchhandlung (Dresden)	29
Verlag Ernst Wähmann	29
Universitätsbibliothek (Heidelberg)/ Handschriftenabteilung	29
Schott Verlag	29
Sächsische Landesbibliothek - Staats- und Universitätsbibliothek (Dresden) / Zweigbibliothek Rechtswissenschaften	29
Grafik Verlag (Weimar, Erfurt)	29
Stowarzyszenie Autorow ZAiKS (Warszawa)	29
Stadttheater (Aachen)	29
Verlag Hamburgische Bücherei	29
Marktkirche (Halle Saale)	29
Feltrinelli, Giangiacomo Verlag (Mailand)	29
Societé de Géographie de Paris (Paris)	29
Ober Appelations-Gericht (Berlin)	29
Lutterworth Press (London)	29
Editions Delachaux et Niestlé (Neuchâtel)	29
Redaktion Eckart (Berlin)	29
Bayern / Amtsgericht (Regensburg)	29
Adalbert-Stifter-Gesellschaft (München)	29
Vereinigte Sauerstoffwerke GmbH	29
Insel Verlag (Frankfurt/Main)	29
Cansteinsche Bibelanstalt (Halle, Saale)	29
Die Welt / Zeitschrift	28
Rembrandt-Verlag	28
Tribüne (Berlin)	28
Die Zeit (Redaktion)	28
The American Committee for Christian German Refugees	28
Christian Wegner Verlag (Hamburg)	28
The Catholic Comittee for Refugees	28
Klub Der Intelligenz (Dresden)	28
Deichert'sche Verlagsbuchhandlung (Leipzig)	28
Gustav Fischer Verlagsbuchhandlung (Jena)	28
Dresdner Neueste Nachrichten (Zeitung)	28
Encyclopaedia Britannica Co. (London)	28
C. F. Wintersche Verlags- und Sortiments-Buchhandlung (Heidelberg)	28
Landestheater (Braunschweig)	28
Wissenschaftliches Institut der Elsass-Lothringer im Reich (Frankfurt a. M.) (1920-1945)	28
Redaktion Merian (Hamburg)	28
Editions Payot Verlag (Paris)	28
Lyceum (Schneeberg) / Bibliothek	28
Handwörterbuch der Staatswissenschaften (1890-)	28
Zeitungs-Verlag (Zeitschrift) (1900-1942)	28
Universität (Kasan) (1804-)	28
Das Tage-Buch (Zeitschrift) (1920-)	28
E. A. Seemanns Lichtbildanstalt (Leipzig)	28
Akademie der Künste (Berlin, West) / Archiv und Bibliothek	28
Globus (Illustrierte Zeitschrift für Länder- u. Völkerkunde) (Braunschweig)	28
Chansonstudio Berlin	28
Great Britain / British Council / Deutsche Zentrale (Köln)	28
Tanz der Welt (1990 : Pècz)	28
Lynx	28
Aurinkobaletti	28
_k395	28
Neue Hamburger Zeitung	28
Linga-Bibliothek	28
Williams & Norgate / Publishers & Book Importers (London)	28
Sieler-&-Vogel-Papierfabrik (Leipzig)	28
Das Literarische Echo (Halbmonatsschrift für Literaturfreunde)	28
Brockhaus, F. A. (Firma)	28
Lessingbund (Braunschweig)	28
Waisenhaus (Alp)	28
Zentralschule (Zechlin)	28
Die Literarische Gesellschaft zu Marburg	28
Joseph-Melzer-Verlag	28
The Royal Society Mond Laboratory (1932-)	28
Lesedienst Münster GmbH + Co (Münster)	28
Polska / Ambasada (BRD)	28
Redaktion Bayerisches Sonntagsblatt (München)	28
Staatstheater (Danzig)	28
Robert College	28
Red. Akz.	28
Hecht-Verlag	27
Arnold'sche Buchhandlung (Dresden)	27
'Der Stern'	27
Diverse	27
Redaktion Vossische Zeitung (Berlin)	27
Agora (Darmstadt)	27
Deutsche Kultur-Gemeinschaft Urania Berlin e.V.	27
Landestheater Württemberg-Hohenzollern (Tübingen)	27
